Episode,Total Reward,Avg Loss,Deployed Nodes,Coverage
364,-101862.27691539559,6.181257458294139,22.0,100.0
365,-71084.6115500473,6.3000740121912076,23.0,100.0
366,-56544.87471299361,6.264109706878662,24.0,100.0
367,-82102.22983857869,6.155262663960457,23.0,100.0
368,-106923.71008417042,6.222773117177627,20.0,100.0
369,-127839.76970534289,6.2310489141024075,24.0,100.0
370,-26027.191769215304,6.197820839128997,20.0,100.0
371,-25955.668881297832,6.212284188521536,19.0,100.0
372,-41444.971383301236,6.249454452877953,18.0,100.0
373,-71636.47595438246,6.052272728511265,21.0,100.0
374,-76894.93937419447,6.242812649957065,21.0,100.0
375,-61428.459392198216,6.155758346830096,23.0,100.0
376,-61449.44596993744,6.248581409454346,22.0,100.0
377,-51770.32327515615,6.194032461746879,18.0,100.0
378,-55868.006010435325,6.106459255218506,22.0,100.0
379,-41232.13305030779,6.155106751815133,21.0,100.0
380,-31043.249038283673,6.199497179551558,21.0,100.0
381,-81741.5632286285,6.245821015588168,21.0,100.0
382,-86610.3807198972,6.1735870242118835,22.0,100.0
383,-50497.17300595707,6.2264125148455305,22.0,100.0
384,-81637.14219460952,6.274674793769574,22.0,100.0
385,-46007.63028659473,6.1707115570704145,21.0,100.0
386,-36032.486528374095,6.157631417979365,22.0,100.0
387,-60710.833536326405,6.211787257875715,24.0,100.0
388,-25718.451804292115,6.155748912266323,21.0,100.0
389,-86689.36302706979,6.209722229928682,22.0,100.0
390,-61468.6506214499,6.209371478469284,20.0,100.0
391,-97043.06136488817,6.151254668380275,22.0,100.0
392,-81446.5479824416,6.2304050127665205,22.0,100.0
393,-77270.03143695918,6.214422384897868,18.0,100.0
394,-56262.58426726736,6.100979175567627,22.0,100.0
395,-55746.67685595163,6.25966630379359,22.0,100.0
396,-81117.50427059398,6.199932305018107,24.0,100.0
397,-86412.22491176362,6.280973878400079,24.0,100.0
398,-82224.17032255555,6.210129293902167,18.0,100.0
399,-51037.17380049162,6.2971882820129395,22.0,100.0
400,-101865.83222394994,6.347576733791467,19.0,100.0
401,-82088.07512047538,6.229343512962604,21.0,100.0
402,-51223.73821894858,6.206676835599153,20.0,100.0
403,-103335.98170216572,6.154936912732246,24.0,100.0
404,-25974.34659039103,6.26991868019104,22.0,100.0
405,-71255.59146882873,6.294756889343262,21.0,100.0
406,-61668.979268509516,6.358534574508667,21.0,100.0
407,-36488.82220475523,6.1929322794864055,17.0,100.0
408,-56540.56385021496,6.303863525390625,23.0,100.0
409,-41283.97693176597,6.29588846933274,20.0,100.0
410,-46333.06591739862,6.24642397960027,21.0,100.0
411,-56560.8084939711,6.276251686943902,21.0,100.0
412,-82065.03388214494,6.171574335831862,16.0,100.0
413,-56727.40257915565,6.184184807997483,22.0,100.0
414,-82074.11021096478,6.133540045830511,24.0,100.0
415,-71244.71535665101,6.224112800189427,22.0,100.0
416,-112179.72777621515,6.107424894968669,23.0,100.0
417,-66808.6126522499,6.174875210071432,21.0,100.0
418,-56493.81031249556,6.232092838287354,22.0,100.0
419,-31277.161198091144,6.269477224349975,19.0,100.0
420,-107187.00211158757,6.181417942047119,24.0,100.0
421,-51631.19849825114,6.166759550571442,19.0,100.0
422,-92165.25919387427,6.143922343398586,22.0,100.0
423,-71235.2049680733,6.170914261429398,21.0,100.0
424,-30705.111233878248,6.159123375302269,21.0,100.0
425,-97632.98308947368,6.188632892839836,19.0,100.0
426,-76548.0209017349,6.132297213872274,22.0,100.0
427,-26107.54314194366,6.279947686195373,21.0,100.0
428,-132787.74218153453,6.25703052195107,24.0,100.0
429,-46308.589555777704,6.18833589553833,21.0,100.0
430,-21029.06567694879,6.159113683198628,20.0,100.0
431,-25805.120574901153,6.2371108908402295,20.0,100.0
432,-50970.57192879991,6.113606631755829,23.0,100.0
433,-55809.142080851605,6.113436368795542,22.0,100.0
434,-46057.442332185776,6.178856233755748,21.0,100.0
435,-97444.73410565758,6.187524241370124,24.0,100.0
436,-15770.930825469983,6.077754471037123,21.0,100.0
437,-15805.879433748843,6.374775218963623,17.0,100.0
438,-86430.94363272001,6.196916341781616,22.0,100.0
439,-107298.00874102488,6.23646162615882,22.0,100.0
440,-175222.7095769792,6.199149341583252,21.0,99.7599
441,-107345.84482523281,6.163585008893694,23.0,100.0
442,-41097.19026434704,6.13068413734436,23.0,100.0
443,-41111.31672598697,6.1503103375434875,22.0,100.0
444,-36409.44380362476,6.20397136522376,21.0,100.0
445,-46366.490383327,6.347350244936735,20.0,100.0
446,-61242.10021051719,6.17489767074585,23.0,100.0
447,-81811.69046604111,6.206172236080827,19.0,100.0
448,-46207.77536607646,6.207598533630371,23.0,100.0
449,-51047.08846139956,6.242088877636453,21.0,100.0
450,-36131.58804118734,6.242065234617754,20.0,100.0
451,-46395.70456699256,6.217289547125499,21.0,100.0
452,-41223.69179727828,6.0627143780390425,21.0,100.0
453,-40978.01373589497,6.052214062732199,24.0,100.0
454,-142347.23403539433,6.181655463718233,22.0,100.0
455,-40778.71918388985,6.098651387474754,23.0,100.0
456,-50844.242034627154,6.111320110467764,24.0,100.0
457,-40306.018072493025,6.206813667131507,22.0,100.0
458,-82135.78703952937,6.252742484211922,24.0,100.0
459,-36237.020810935326,6.20256813712742,22.0,100.0
460,-61459.84975479371,6.121276940618243,22.0,100.0
461,-91414.30195405013,6.196340173482895,21.0,100.0
462,-71751.3794482366,6.109745922088623,18.0,100.0
463,-41382.616341900575,6.190081986514005,20.0,100.0
464,-106323.88807212835,6.249525448855231,21.0,100.0
465,-25694.050982535737,6.28092592640927,21.0,100.0
466,-101768.7384689538,6.2328175272260395,21.0,100.0
467,-91785.54183522072,6.300725152415614,22.0,100.0
468,-51689.35361788379,6.188350200653076,22.0,100.0
469,-25822.112774246085,6.2832940684424505,20.0,100.0
470,-46019.48551483346,6.249581356843312,21.0,100.0
471,-40722.16168822565,6.308520126342773,23.0,100.0
472,-82073.39354552726,6.171080319086711,21.0,100.0
473,-56513.17217956216,6.272980855061458,22.0,100.0
474,-102681.76115713181,6.124460697174072,19.0,100.0
475,-61370.230969084034,6.202055365950973,21.0,100.0
476,-55351.34523546274,6.275084990721482,22.0,100.0
477,-122098.38070197083,6.223499774932861,24.0,100.0
478,-36012.60148925937,6.2788167866793545,21.0,100.0
479,-97044.99663087327,6.19427880118875,22.0,100.0
480,-56522.51453393233,6.2026143074035645,21.0,100.0
481,-55943.66467279192,6.2603982595297,22.0,100.0
482,-56405.2885981399,6.147435720150288,21.0,100.0
483,-61697.84328764293,6.21197039992721,21.0,100.0
484,-66427.01070901327,6.2329251032609205,20.0,100.0
